"rteNo","alpha_richness","alpha_phy_pa","alpha_func_pa","beta_td_sorensen_pa","beta_phy_pa","beta_func_pa","gamma_richness","gamma_phy_pa","gamma_func_pa"
14095,61,-5.06813936154036,-4.54320847377628,0.333333333333333,-5.19356311066201,-4.96437601365714,97,-6.51689146136004,-4.84575084420572
14096,62,-4.14490029710278,-3.94003718830548,0.32258064516129,-4.21026752408819,-4.24842315139702,82,-3.27870766319481,-3.81995060740099
14097,86,-2.86500019319751,-3.5471898866196,0.198788391096083,-3.0573135435929,-3.76364196970276,112,-2.96959336517757,-3.53030708483449
14106,82.5,-4.83347446192628,-4.51329674937159,0.19047619047619,-5.26515995645515,-4.64807697017044,109,-5.84800939135609,-5.38661789004438
14109,28,-1.89254901435412,-2.3912073905497,0.353264856933236,-1.77795839348653,-2.36054632775791,44,-2.16362078755603,-1.88973254505976
14112,66,-5.776540377947,-5.19085240392486,NA,NA,NA,66,-5.63991373057293,-5.11196001263506
14114,79,-5.80734081738749,-4.41565922136269,NA,NA,NA,79,-5.88159701250385,-4.43577845753944
14116,44,-2.8041419271478,-3.07753400019742,NA,NA,NA,44,-2.64685184897328,-3.13162180766079
14118,58,-2.84754885431538,-2.72552573919803,0.58273381294964,-2.73394159489521,-2.67523960942785,120,-4.51857520197231,-4.17261130636763
14123,65,-3.25019241515101,-3.58006301648934,0.279734219269103,-2.70086817408809,-3.1008172877836,97,-2.75898665044905,-3.08979111953255
14127,79,-3.19499894175323,-2.72892721604813,0.214694369165914,-3.35507494396491,-2.93738342947456,108,-2.74630934925372,-2.19740201050622
14132,73,-4.04998567888069,-4.00430436622753,0.465753424657534,-4.41422905077335,-4.22079933167957,107,-3.98570394683821,-4.36173015219245
14138,65,-3.25019241515101,-3.58006301648934,0.240082219938335,-3.39816765322032,-3.46995977278136,97,-2.81177003035519,-2.85115707879089
14139,42,-1.51660927977069,-2.10930002135675,0.666666666666667,-1.71874941633943,-2.04618619776819,70,-1.21145424953047,-2.7188685066971
14140,38,-2.61978152166042,-3.2961884210704,NA,NA,NA,38,-2.55663572592159,-3.24134593237423
14142,58,-2.84754885431538,-2.72552573919803,0.672413793103448,-2.59103232927858,-2.3789389153929,120,-4.69267984190685,-4.05505777812617
14147,58,-2.84754885431538,-2.72552573919803,0.58273381294964,-2.04111052899544,-1.87979219004005,120,-4.70564578363338,-4.14274760357523
14148,73,-0.374020481510984,-1.26314348804185,0.224686272631478,0.246288645792164,-1.12975743938707,131,-1.39873304075589,-1.45987198033869
14149,52,-2.3561149088667,-2.7256383641726,0.269230769230769,-2.46940199779297,-3.01890621761678,66,-1.65532575216543,-2.38587616924772
14151,96,-1.22780464152205,-2.30077803456357,0.274509803921569,-0.427314040339894,-1.73335926193501,146,-1.12928592676929,-1.97074913390271
14153,78,-3.20042418667056,-3.50619054539917,0.487179487179487,-3.85639827235583,-4.11534844343411,116,-4.18546346115292,-4.43534793146258
14154,70,-2.01297957533912,-2.6911581790808,0.4,-2.32369229598836,-3.22734804629694,98,-2.04358993388515,-2.46805711360441
14155,72,-1.23066902807441,-2.08604385104717,0.322202267370075,-1.56133677242474,-2.45664158670271,96,-1.56785265489202,-2.2596973211067
14156,92,-5.91412248264214,-5.10818499858487,NA,NA,NA,92,-5.95348356482859,-5.08745678559595
14158,90.5,-3.6097452558835,-2.79967051398633,0.292817679558011,-3.78429551948701,-3.20210840327683,136,-2.18843491707455,-2.38483703750171
14159,73,-0.374020481510984,-0.584718249591853,0.220603107474487,-0.204644826792855,-0.730360831666967,96,0.445031015346332,-0.125509733645563
14160,88.5,-3.36778504773006,-3.76933642598292,0.19774011299435,-3.75839835683051,-3.76858967782248,106,-4.57886039025974,-4.61732893885942
14161,79.5,-5.75951994936559,-4.59641911199694,0.398496240601504,-6.00475520728066,-5.44482621878718,133,-5.639635265082,-5.28705850383133
14162,79,-2.51522809780765,-2.37896356535369,0.556962025316456,-1.66797689983147,-2.08842292365008,149,-1.49889011204606,-2.44062629477843
14165,92,-1.66243852802254,-1.78647713301957,0.326086956521739,-1.54148909909445,-1.94971214928237,122,-1.30350762642702,-1.7550051948147
14166,99,-0.930561252711084,-1.3284561047893,0.355191256830601,0.138731601628663,-1.27579812380952,168,-0.460214285769161,-2.32963600444149
14167,59,-4.2647459784839,-4.1365026610375,0.344788690028576,-4.97626918568025,-4.73885843847427,84,-4.37440535753706,-4.51493087293091
14168,118,-1.62582282094009,-2.51858320889306,0.278825396825397,-1.79191084586132,-2.42696742115469,183,-0.5173347349244,-2.48764622006193
14175,90,-6.08662257555803,-5.12061890797206,0.311232876712329,-5.82107287260587,-4.71713472007949,163,-2.7455236858456,-3.57174229118168
14176,83,-0.977456950705635,-1.43238372110947,0.393939393939394,-0.987491245069201,-1.58257604153142,175,-0.877398439706773,-2.9228812177231
14177,102,-0.369370947681017,-1.61410955662802,0.274509803921569,-0.36266263797008,-1.68318528913116,130,-0.306408463823386,-1.6377771178417
14179,86,-2.86500019319751,-3.5471898866196,0.198926018401341,-3.64499365653052,-3.73689177635754,112,-2.96897044537929,-3.62187365403866
14180,60,-6.02746351557513,-4.43672369027953,0.316895179124281,-6.97231082948916,-5.2349082296589,95,-6.45195075147087,-5.62664078891703
14181,90.5,-3.11082191573554,-2.89881972819381,0.289617486338798,-3.42518910635688,-3.05979191082285,165,-1.32764642844196,-2.64021268228372
14182,85,-3.72407312471958,-3.76915119884474,0.195023902651021,-3.8369177390456,-3.72089592622911,111,-4.80109971269184,-4.66260221891973
14185,68,-5.99863760652741,-5.03205146773878,0.220588235294118,-6.22494814247312,-5.26472714945445,83,-6.05443981365933,-4.82847105068863
14186,99,-2.94303775920037,-2.98020162398566,0.222222222222222,-2.87473928694362,-3.0786433883907,142,-2.28352220894898,-0.675468063330808
14187,49,-1.71786779465587,-2.41589913448635,0.433173076923077,-1.58393709336817,-2.61269125143447,108,-3.6562037958089,-3.75637988982766
14188,62,-5.17199660652221,-4.85454073913534,0.249068033550792,-6.36322771695504,-5.24880770073289,101,-6.29476902692554,-5.05859236609408
14189,84,-1.83762846363914,-2.08742496322412,0.380952380952381,-1.8573092032156,-2.32203245346805,116,-2.26460006533182,-2.33320995639142
14190,93.5,-0.68820101788941,-1.23264084527291,0.283422459893048,-0.183731750655253,-0.889924996572096,120,-0.313359128709238,-1.14867380380767
14191,77,-3.26037922091317,-3.01841123782625,0.282624222018161,-3.67936547257005,-2.70724703107719,99,-2.90255722695773,-2.1180657478351
14193,100,-2.5689635520491,-1.45602187358156,0.218516746411483,-2.86282414552966,-1.6429637479554,132,-2.09176445282142,-1.0814572243758
14195,81,-3.64379301103491,-3.43638781245904,0.197530864197531,-3.7892053890034,-3.43847709102556,97,-4.49500127994247,-3.65967087154511
14198,116,-2.57641997430843,-2.76266868653046,0.246260683760684,-3.37777762513356,-3.34818664135075,174,-1.6132553301284,-2.74476888088118
14199,85,-6.09728910225037,-5.12061890797206,0.266038617253192,-5.97594255487746,-5.24682088267991,163,-2.88989487319044,-4.1062675986273
14201,74,-4.31800210750437,-3.36178300496686,0.337040055891942,-4.63547029559733,-4.03441275095577,152,-2.20460670344417,-3.42502841454996
14204,60,-3.26037922091317,-2.43286549051894,0.312301335028608,-3.15348951312755,-2.88542719701168,98,-2.28974057987136,-2.20712603085354
14220,80,-4.50017504138128,-4.10245711590532,0.321905413997163,-4.90488301193158,-4.2404677448631,103,-5.32765329308639,-5.28436042245388
14225,69,-2.99032048006463,-3.26607968023999,0.36231884057971,-2.91056999021877,-3.31175366634354,94,-3.06541496939992,-3.40205562116622
14226,84,-4.98508202714118,-4.72293724115617,0.183116883116883,-5.27844735260298,-5.01749734359269,105,-5.45992293093684,-5.11678371795362
14302,83,-2.39527836554881,-3.65850230253199,0.380371352785146,-2.7921339906474,-3.57845509616119,112,-3.13508746367854,-3.89788703499812
14303,72,-1.23066902807441,-2.08604385104717,0.33508932661475,-1.61720485629484,-2.46356453922676,96,-1.43047731586593,-2.37564816686917
14341,78,-5.71139958184745,-5.16203969181463,0.445238095238095,-6.15106660602053,-4.83457204573127,113,-7.45256732274024,-6.31999830093606
14352,68.5,-1.46078854628001,-1.65777747904568,0.357664233576642,-1.46738965742321,-1.60215653243395,93,-1.33242857147345,-1.53776010554476
14402,60,-4.2647459784839,-4.1365026610375,0.285636221701795,-5.41882303673363,-5.0763051479273,106,-5.2408026731026,-4.26713918026928
14405,84,-3.9950340763516,-4.26802904023365,0.358669108669109,-4.13719318807545,-4.53477634012609,163,-2.42090107198745,-3.29577038900111
14408,101,-1.36645314633608,-2.41719361640658,0.334829882108607,-1.46061848106365,-2.35633116903299,136,-0.664293221792948,-1.78969012137481
14412,76,-4.61799485161005,-3.70564750958206,0.336633663366337,-5.13591968999001,-4.06987437934642,147,-2.21140477966751,-3.20575613618169
14414,72.5,-3.89327077653636,-3.72022539946511,0.310344827586207,-4.13502090120465,-3.99895112256512,113,-2.46596633802675,-2.10969818796845
14415,91.5,-3.62883775771462,-3.59489537426848,0.377049180327869,-4.20019375858067,-4.1617258478002,135,-2.98889397684128,-3.21091062256225
14420,63.5,-5.06813936154036,-4.54320847377628,0.256756756756757,-4.91380995788851,-4.96437601365714,136,-4.83197057064632,-4.49033837478442
14423,78,-5.71139958184745,-5.16203969181463,0.479497354497355,-6.49973917691592,-5.10306096190383,113,-7.76375851173681,-6.27614064642013
14433,90.5,-3.6097452558835,-2.79967051398633,0.44,-4.94165007345406,-3.20713026845815,136,-2.28791191773092,-2.42533598339105
14436,90.5,-3.11082191573554,-2.89881972819381,0.377049180327869,-4.01053049854532,-3.32625904616852,165,-1.36231709848204,-2.69681585575906
14503,72,-1.23066902807441,-2.08604385104717,0.284410238052622,-2.10177756877393,-2.65536028265761,96,-1.58236692622453,-2.37040836717967
14900,117,-2.10112139762426,-2.64062594771176,0.264,-2.04122145993744,-2.06549803646894,172,-1.47789471785403,-2.66275555138938
14901,87.5,-4.83296344386184,-4.62856078450478,0.28,-5.43224136665329,-5.287181615657,151,-3.2507686095964,-3.64456604019548
14902,61,-4.40717607787095,-3.72223306245369,0.424657534246575,-5.22374567011654,-4.27982816304101,112,-4.3893482305933,-3.52406396870651
14907,29.5,-2.15531871879484,-2.24299163368564,0.389830508474576,-2.38518172476025,-2.38458208828752,41,-3.07722228517065,-2.97938604944442
14908,60,-5.281854970604,-4.46901737465729,0.451783992285439,-5.24024169720582,-4.30641730448606,95,-5.85504166876244,-4.15136618326606
14909,57,-3.19790166294484,-2.66462605275378,0.533216783216783,-3.63005624089877,-2.99005939772346,91,-3.60215597534542,-3.0699710255678
14953,71,-5.86949474739228,-4.63973407742238,NA,NA,NA,71,-6.1068912656781,-4.71831593728005
17001,76,-4.0865080790843,-3.75144090345316,0.23489932885906,-4.05170317809703,-3.78690452137076,119,-4.57738891601581,-4.37945606929823
17002,69.5,-3.04327958717071,-3.29922807630384,0.23489932885906,-3.21901043949245,-3.6694868265472,96,-2.79048279833885,-3.17905013033228
17003,87,-5.71969354225144,-4.30403120771776,0.259155803848541,-5.67097783775065,-4.55509876008698,124,-5.09137018623568,-4.43799620377971
17004,74,-4.18356704050174,-2.81396761617431,0.475155279503106,-4.67044417533491,-3.39689120308957,134,-4.93588371474358,-4.22817783966262
17005,55.5,-1.69628494873706,-3.36500394627126,0.382978723404255,-2.97894501559056,-3.49635546610327,94,-0.322460000774986,-2.57733346542394
17006,57,-1.09851755477704,-2.3190114578165,0.321509433962264,-2.02156134957824,-3.00965302656177,95,-0.350327771339776,-2.35749374782709
17007,49,-1.28070196137757,-3.13373749746649,0.302894491129785,-1.23826074501296,-3.17666370246288,86,0.0418629768726311,-2.09317721337979
17008,64,-5.39375677446803,-4.12903361853756,0.37037037037037,-6.11817088837078,-4.95624356292629,129,-5.40188950296974,-4.35465320637462
17009,85,-5.94056514306518,-4.0720209004389,0.228415300546448,-6.13479963262364,-4.70622522270488,147,-5.10138390400314,-4.82425825808987
17010,76.5,-5.90124709240587,-4.76943684776528,0.320261437908497,-6.71759499123909,-5.36039266491629,101,-6.02074319323835,-4.86017884141182
17011,83,-5.65274720698072,-4.09927047092996,0.293815365685955,-5.79902744714505,-4.1570876740256,124,-4.32290989239248,-3.54876880913755
17012,78,-2.86015576937319,-3.62983085677823,0.303571428571429,-2.76370065694113,-3.44537233046902,113,-3.639337137781,-3.57027709720252
17013,46,-1.88203731375716,-2.02774872589444,0.303815774835911,-2.46752005086995,-2.45411146759553,74,-2.99259798998099,-2.50684067506328
17014,38,-1.68462656042116,-3.32278297065557,0.317181770560503,-1.79598161801218,-3.66955215357217,60,-1.47708495483834,-3.41627733767424
17015,84.5,-7.58920573772194,-5.5917840247807,0.207100591715976,-8.1867370109862,-5.92875752697185,118,-7.48614495998052,-5.67851727865729
17016,87,-6.82357028116629,-4.96230931143579,0.224242424242424,-6.23797269659243,-4.88417471666334,139,-5.97423475751751,-4.79085374896659
17017,88,-2.70567179944054,-3.10335350322156,0.291216931216931,-4.52860361158403,-4.42831519806286,138,-3.2272572795706,-3.77464800317047
17018,72,-6.30151864591424,-4.79063076066982,0.347222222222222,-6.81237632380691,-5.04705401815345,97,-7.5765120927712,-5.6531627011764
17019,46,-2.38382365001647,-3.31532183088252,0.256825075834176,-3.22843984415255,-4.06133884925442,79,-1.16329790570451,-3.32984835044795
17020,47,-0.881619378217913,-2.3920656462096,0.359360426382412,-1.2852970310508,-2.89642295126528,69,0.371528010526421,-1.92511601637644
17021,51,-1.55310759703985,-3.59067841101166,0.258928571428571,-1.96916245627915,-3.49815778659579,78,-0.410963253381253,-3.19459725000024
17023,78,-5.1666307376254,-4.34421149768764,NA,NA,NA,78,-4.87331397373443,-4.31280842114003
17027,46,-2.4336740612394,-3.28104152697947,0.33974358974359,-2.53612689785756,-3.14541526763006,73,-2.78663847653257,-2.96714577361621
17028,51,-2.848284322002,-3.65718223689701,NA,NA,NA,51,-3.03676245217799,-3.66209825811435
17031,83,-5.31195260528267,-4.04838381734277,0.259367681498829,-6.02999652119061,-4.27903288480693,129,-5.25622172158006,-3.89722183119426
17032,84,-5.37442412211352,-4.06020235889083,0.261904761904762,-6.93800103437144,-5.26023902792365,135,-4.5891501658337,-4.24883512366604
17033,60,0.992406311317858,-0.121353359090383,NA,NA,NA,60,1.02806700732087,-0.170520753060463
17035,61.5,-2.44491889326863,-2.20818954414484,0.364341085271318,-2.51673172591564,-2.10311071660208,99,-1.96918241782538,-2.48760015280276
17036,49,-2.67855433133194,-3.68936232104993,0.295355587808418,-1.99705850384114,-3.11889317979706,98,-0.828517346747303,-2.70278024749386
17037,45,-1.57912546957714,-3.48645075064961,0.244444444444444,-1.69011722635927,-3.68429030470061,56,-1.43882251587018,-3.6283078492622
17038,59,-5.61120014641971,-3.87132353297335,0.575757575757576,-4.91993352385287,-4.29186895240601,129,-5.30322356364643,-4.91985538700574
17039,79,-6.47473824722116,-4.94256787893495,0.329862586768664,-5.81316950139299,-5.09557829496106,129,-4.97257831246196,-4.80133487208303
17041,81.5,-5.79814811476352,-4.26267633880363,0.289617486338798,-5.25580692333176,-3.87540656138518,146,-2.91410432769247,-3.36161258520315
17042,53,-2.37109654156518,-2.20818954414484,0.300813008130081,-3.4526957939247,-3.8272647447376,103,-1.68296909378695,-2.31952623094316
17043,42.5,-1.55112106412929,-3.29729616954791,0.368421052631579,-1.80015762977583,-3.69168447612234,71,-0.431599844863997,-2.95323846311366
17044,46,-2.80107000320316,-3.98281185503039,0.25339789330615,-2.76761468045135,-4.05083106844938,75,-1.16884423713786,-3.45509108325317
17045,81,-7.14176448980079,-5.40989359116408,0.286549707602339,-7.61554410130313,-6.14715898151978,119,-7.1301503813125,-5.74584622306707
17046,93.5,-4.46521030377023,-3.93913237361631,0.272727272727273,-4.74045082031655,-4.18202556314163,137,-3.28461240088907,-3.92173640433247
17047,92,-5.6311331621501,-4.29307647782199,0.295502645502645,-4.43888699116629,-4.02274139176637,139,-3.7865092481603,-3.84592377577983
17048,96,-3.80030651001144,-2.92905098316762,0.252763605442177,-3.51590477324684,-3.0257881160335,140,-3.38815905297313,-3.24976486230316
17049,46,-3.06339656224131,-3.97592952969221,0.271317829457364,-2.50047296790422,-3.78600275194813,89,-3.60899969200961,-4.57772606399838
17050,46,-2.88108726850593,-3.86190439627973,0.310924369747899,-3.13232004306424,-4.0080838156089,87,-3.4626412938431,-4.53592643192628
17051,45,-2.80107000320316,-3.98281185503039,0.229411764705882,-2.68507117952844,-4.05730885045838,69,-1.66418961987362,-3.83885055189058
17052,84.5,-6.19473051706408,-4.49302001527518,0.240506329113924,-6.20302429465496,-4.96927471854568,149,-3.76364504898648,-3.45600172028356
17055,52.5,-2.72665999077875,-2.95691948653682,0.392,-1.59020009661728,-2.95430472248224,92,-0.554804377155927,-2.50150675036893
17056,56,-5.63282528363387,-4.37895730128547,0.388831508641465,-6.22135703881482,-4.59472240309959,112,-8.15860475515805,-6.09303951712953
17057,63.5,-4.31429763276892,-4.02856615772802,0.181102362204724,-4.67298666723416,-4.38735936998619,75,-4.19988522076994,-4.2307598218775
17058,50,-1.26734796671714,-3.08317860801065,0.216295546558704,-1.46835349249758,-3.38622290028247,84,-0.0835507889860232,-2.76468115341372
17122,91.5,-3.7972758822549,-3.40218335777706,0.366120218579235,-3.99298620593382,-3.76144837195086,145,-3.54592583044155,-3.57058584959809
17125,52.5,-2.72665999077875,-2.95691948653682,0.257142857142857,-3.01228370093634,-3.17594305074246,92,-0.569347041740699,-2.45297761370955
17126,56,-5.63282528363387,-4.37895730128547,0.399611650485437,-6.6435147772411,-4.87439741817447,112,-8.26086530992098,-5.93717907477235
17138,59,-4.87300940769606,-4.13692988299904,0.465346534653465,-5.17977992809023,-4.59985933664346,124,-8.09333361190998,-6.37203728307525
17153,57.5,-2.37709106097381,-1.94900850044992,0.51304347826087,-2.66316720663661,-1.88904769141067,87,-1.65120940968787,-1.85059659314861
17154,73.5,-6.96183040668825,-5.14055642073738,0.251700680272109,-7.64829323942181,-5.54421069988221,92,-6.74354628764299,-5.32577781608604
